Entity,Code,Year,Coal production - TWh,Oil production - TWh,Gas production - TWh
Mexico,MEX,1998,55.391945,2017.5048,329.34113
Mexico,MEX,1999,56.623886,1924.6742,342.3527
Mexico,MEX,2000,62.97278,1980.8431,333.7867
Mexico,MEX,2001,48.404804,2045.3356,331.40704
Mexico,MEX,2002,39.43668,2068.0566,337.2773
Mexico,MEX,2003,51.328487,2188.7676,348.40408
Mexico,MEX,2004,68.34698,2210.1963,370.27045
Mexico,MEX,2005,70.61392,2168.8948,443.1189
Mexico,MEX,2006,78.71961,2123.0002,484.522
Mexico,MEX,2007,84.94325,2003.0498,468.58575
Mexico,MEX,2008,80.50446,1824.7035,472.30576
Mexico,MEX,2009,70.74123,1705.7043,525.8305
Mexico,MEX,2010,85.13548,1693.3341,511.77814
Mexico,MEX,2011,108.96731,1680.7505,520.98987
Mexico,MEX,2012,86.33482,1673.2366,508.50186
Mexico,MEX,2013,83.29921,1652.5209,524.8804
Mexico,MEX,2014,84.36939,1597.3098,512.99805
Mexico,MEX,2015,79.91293,1485.5498,479.46945
Mexico,MEX,2016,70.601425,1413.2421,436.51425
Mexico,MEX,2017,85.62223,1274.4688,382.68442
Mexico,MEX,2018,77.66055,1190.9146,378.78833
Mexico,MEX,2019,64.01666,1104.8539,367.10944
Mexico,MEX,2020,53.413887,1106.1436,355.2528
Mexico,MEX,2021,38.211388,1122.1359,383.68112
Mexico,MEX,2022,38.23525,1136.0168,403.51337
Mexico,MEX,1965,,209.9668,
Mexico,MEX,1966,,215.03337,
Mexico,MEX,1967,,237.99353,
Mexico,MEX,1968,,254.70474,
Mexico,MEX,1969,,267.08307,
Mexico,MEX,1970,,281.20184,110.30307
Mexico,MEX,1971,,280.36813,109.181725
Mexico,MEX,1972,,291.8853,113.48022
Mexico,MEX,1973,,300.7447,123.30594
Mexico,MEX,1974,,377.0003,129.26202
Mexico,MEX,1975,,466.99908,131.39034
Mexico,MEX,1976,,520.71875,128.85492
Mexico,MEX,1977,,632.27313,136.65276
Mexico,MEX,1978,,775.63153,171.05864
Mexico,MEX,1979,,938.07477,207.65465
Mexico,MEX,1980,,1246.5953,251.1524
Middle East (EI),,1981,6.4586625,9274.545,369.2929
Middle East (EI),,1982,7.2597365,7671.8096,413.038
Middle East (EI),,1983,7.2597365,6724.916,416.33936
Middle East (EI),,1984,7.424243,6388.6807,531.969
Middle East (EI),,1985,7.9106092,5979.2583,574.716
Middle East (EI),,1986,7.5887494,7332.517,687.6164
Middle East (EI),,1987,7.746103,7296.0386,750.6576
Middle East (EI),,1988,8.23247,8548.914,835.0479
Middle East (EI),,1989,6.136802,9154.465,937.25287
Middle East (EI),,1990,6.3063607,9738.978,1007.21265
Middle East (EI),,1991,6.50725,9581.017,1061.3201
Middle East (EI),,1992,5.233605,10618.614,1132.8776
Middle East (EI),,1993,8.550785,11024.773,1050.4084
Middle East (EI),,1994,8.373586,11271.94,1221.1333
Middle East (EI),,1995,8.271441,11343.451,1385.3279
Middle East (EI),,1996,7.759661,11567.165,1491.4187
Middle East (EI),,1997,7.501182,11925.966,1605.6104
Middle East (EI),,1998,9.316802,12780.776,1724.6151
Middle East (EI),,1999,7.9842973,12311.707,1868.7355
Middle East (EI),,2000,8.640997,13129.186,2040.6628
Middle East (EI),,2001,8.425377,12871.77,2222.906
Middle East (EI),,2002,7.8862844,11847.888,2445.0652
Middle East (EI),,2003,8.657053,12903.041,2573.9814
Middle East (EI),,2004,9.238606,13842.066,2856.549
Middle East (EI),,2005,11.602195,14217.523,3099.0264
Middle East (EI),,2006,12.307035,14389.587,3316.3896
Middle East (EI),,2007,12.381811,14167.839,3626.7737
Middle East (EI),,2008,11.843172,14789.697,3923.4158
Middle East (EI),,2009,8.729142,13735.196,4137.7607
Middle East (EI),,2010,8.265308,14062.693,4746.425
Middle East (EI),,2011,8.7841015,15343.302,5199.7163
Middle East (EI),,2012,7.912068,15608.213,5454.5977
Middle East (EI),,2013,8.367495,15384.476,5625.9233
Middle East (EI),,2014,8.124992,15523.919,5825.901
Middle East (EI),,2015,9.089023,16362.475,6009.1016
Middle East (EI),,2016,10.014966,17386.521,6242.721
Middle East (EI),,2017,10.30518,17098.107,6343.7466
Middle East (EI),,2018,12.970583,17264.053,6572.2744
Middle East (EI),,2019,11.784618,16378.829,6682.579
Middle East (EI),,2020,12.374402,15078.223,6787.769
Middle East (EI),,2021,10.367346,15304.084,7062.2935
Middle East (EI),,2022,13.037628,16765.377,7213.166
Middle East (EI),,1965,,4869.3755,
Middle East (EI),,1966,,5433.4976,
Middle East (EI),,1967,,5812.4766,
Middle East (EI),,1968,,6540.5205,
Middle East (EI),,1969,,7195.5024,
Middle East (EI),,1970,,8062.9077,103.39427
Middle East (EI),,1971,,9441.676,161.56686
Middle East (EI),,1972,,10508.558,200.03491
Middle East (EI),,1973,,12312.359,228.75679
Middle East (EI),,1974,,12691.225,239.83974
Middle East (EI),,1975,,11382.577,263.99536
Middle East (EI),,1976,,12946.719,274.30206
Middle East (EI),,1977,,13003.795,310.92917
Middle East (EI),,1978,,12381.332,300.70242
Middle East (EI),,1979,,12666.386,367.9179
Middle East (EI),,1980,,10862.523,342.37033
Mongolia,MNG,1981,22.754095,,
Mongolia,MNG,1982,26.040209,,
Mongolia,MNG,1983,26.320665,,
Mongolia,MNG,1984,28.73895,,
Mongolia,MNG,1985,34.517433,,
Mongolia,MNG,1986,37.385506,,
Mongolia,MNG,1987,41.08966,,
Mongolia,MNG,1988,45.53994,,
Mongolia,MNG,1989,42.571323,,
Mongolia,MNG,1990,37.872337,,
Mongolia,MNG,1991,37.23734,,
Mongolia,MNG,1992,33.05905,,
Mongolia,MNG,1993,29.723196,,
Mongolia,MNG,1994,27.29433,,
Mongolia,MNG,1995,26.55879,,
Mongolia,MNG,1996,27.04033,,
Mongolia,MNG,1997,26.056086,,
Mongolia,MNG,1998,26.759872,,
Mongolia,MNG,1999,26.26775,,
Mongolia,MNG,2000,27.437204,,
Mongolia,MNG,2001,27.204372,,
Mongolia,MNG,2002,29.339024,,
Mongolia,MNG,2003,29.983017,,
Mongolia,MNG,2004,36.327175,,
Mongolia,MNG,2005,39.777863,,
Mongolia,MNG,2006,42.72531,,
Mongolia,MNG,2007,48.882145,,
Mongolia,MNG,2008,53.29697,,
Mongolia,MNG,2009,76.42254,,
Mongolia,MNG,2010,133.14796,,
Mongolia,MNG,2011,174.5927,,
Mongolia,MNG,2012,164.77669,,
Mongolia,MNG,2013,176.42625,,
Mongolia,MNG,2014,129.37714,,
Mongolia,MNG,2015,127.77271,,
Mongolia,MNG,2016,185.71838,,
Mongolia,MNG,2017,261.83243,,
Mongolia,MNG,2018,288.7775,,
Mongolia,MNG,2019,302.3056,,
Mongolia,MNG,2020,227.95898,,
Mongolia,MNG,2021,171.01343,,
Mongolia,MNG,2022,208.17351,,
Myanmar,MMR,1970,,,0.0736875
Myanmar,MMR,1971,,,0.1424625
Myanmar,MMR,1972,,,0.1522875
Myanmar,MMR,1973,,,0.18421862
Myanmar,MMR,1974,,,1.6481435
Myanmar,MMR,1975,,,1.7684999
Myanmar,MMR,1976,,,2.45625
Myanmar,MMR,1977,,,2.25975
Myanmar,MMR,1978,,,2.65275
Myanmar,MMR,1979,,,2.65275
Myanmar,MMR,1980,,,3.43875
Myanmar,MMR,1981,,,4.1264997
Myanmar,MMR,1982,,,4.42125
Myanmar,MMR,1983,,,5.8949995
Myanmar,MMR,1984,,,6.2879996
Myanmar,MMR,1985,,,9.039
Myanmar,MMR,1986,,,10.51275
Myanmar,MMR,1987,,,11.69175
Myanmar,MMR,1988,,,10.218
Myanmar,MMR,1989,,,10.70925
Myanmar,MMR,1990,,,8.35125
Myanmar,MMR,1991,,,8.4495
Myanmar,MMR,1992,,,8.5477495
Myanmar,MMR,1993,,,10.8075
Myanmar,MMR,1994,,,14.04975
Myanmar,MMR,1995,,,16.112999
Myanmar,MMR,1996,,,15.719999
Myanmar,MMR,1997,,,14.83575
Myanmar,MMR,1998,,,17.292
Myanmar,MMR,1999,,,16.899
Myanmar,MMR,2000,,,33.405
Myanmar,MMR,2001,,,68.775
Myanmar,MMR,2002,,,82.53
Myanmar,MMR,2003,,,94.31999
Myanmar,MMR,2004,,,100.215004
Myanmar,MMR,2005,,,119.865
Myanmar,MMR,2006,,,123.795
Myanmar,MMR,2007,,,132.834
Myanmar,MMR,2008,,,121.829994
Myanmar,MMR,2009,,,113.52373
Myanmar,MMR,2010,,,122.07877
Myanmar,MMR,2011,,,125.50024
Myanmar,MMR,2012,,,125.111015
Myanmar,MMR,2013,,,128.60942
Myanmar,MMR,2014,,,165.43192
Myanmar,MMR,2015,,,192.16682
Myanmar,MMR,2016,,,182.80075
Myanmar,MMR,2017,,,177.98892
Myanmar,MMR,2018,,,169.71709
Myanmar,MMR,2019,,,184.81905
Myanmar,MMR,2020,,,175.06863
Myanmar,MMR,2021,,,171.73647
Myanmar,MMR,2022,,,168.7434
Netherlands,NLD,1970,,,279.16666
Netherlands,NLD,1971,,,385.83334
Netherlands,NLD,1972,,,514.44446
Netherlands,NLD,1973,,,625.55554
Netherlands,NLD,1974,,,741.6667
Netherlands,NLD,1975,,,803.3333
Netherlands,NLD,1976,,,858.3333
Netherlands,NLD,1977,,,861.1111
Netherlands,NLD,1978,,,788.3333
Netherlands,NLD,1979,,,826.6667
Netherlands,NLD,1980,,,799.44446
Netherlands,NLD,1981,,,742.22217
Netherlands,NLD,1982,,,634.7222
Netherlands,NLD,1983,,,675.8333
Netherlands,NLD,1984,,,684.1667
Netherlands,NLD,1985,,,716.38885
Netherlands,NLD,1986,,,655
Netherlands,NLD,1987,,,656.1111
Netherlands,NLD,1988,,,579.1667
Netherlands,NLD,1989,,,633.05554
Netherlands,NLD,1990,,,634.1666
Netherlands,NLD,1991,,,716.99994
Netherlands,NLD,1992,,,720.05554
Netherlands,NLD,1993,,,734
Netherlands,NLD,1994,,,696.2777
Netherlands,NLD,1995,,,707.8333
Netherlands,NLD,1996,,,801.0833
Netherlands,NLD,1997,,,709.49994
Netherlands,NLD,1998,,,676.7778
Netherlands,NLD,1999,,,629.3333
Netherlands,NLD,2000,,,613.61115
Netherlands,NLD,2001,,,646.4722
Netherlands,NLD,2002,,,635.19446
Netherlands,NLD,2003,,,607.1667
Netherlands,NLD,2004,,,716.1667
Netherlands,NLD,2005,,,653.3333
Netherlands,NLD,2006,,,645.0278
Netherlands,NLD,2007,,,620.0278
Netherlands,NLD,2008,,,709.0833
Netherlands,NLD,2009,,,655
Netherlands,NLD,2010,,,752.6666
Netherlands,NLD,2011,,,694.97217
Netherlands,NLD,2012,,,684.0278
Netherlands,NLD,2013,,,724.05554
Netherlands,NLD,2014,,,603.8611
Netherlands,NLD,2015,,,458.7222
Netherlands,NLD,2016,,,442.8611
Netherlands,NLD,2017,,,379.3611
Netherlands,NLD,2018,,,324.75
Netherlands,NLD,2019,,,277.27777
Netherlands,NLD,2020,,,200.75
Netherlands,NLD,2021,,,180.44444
Netherlands,NLD,2022,,,150.72221
New Zealand,NZL,1981,14.472715,,
New Zealand,NZL,1982,14.632507,,
New Zealand,NZL,1983,16.226562,,
New Zealand,NZL,1984,16.750797,,
New Zealand,NZL,1985,16.014645,,
New Zealand,NZL,1986,16.698477,,
New Zealand,NZL,1987,14.524735,,
New Zealand,NZL,1988,16.344173,,
New Zealand,NZL,1989,18.53629,,
New Zealand,NZL,1990,17.423735,,
New Zealand,NZL,1991,18.279139,,
New Zealand,NZL,1992,20.814772,,
New Zealand,NZL,1993,23.48876,,
New Zealand,NZL,1994,21.567986,,
New Zealand,NZL,1995,26.447716,,
New Zealand,NZL,1996,27.003557,,
New Zealand,NZL,1997,25.407795,,
New Zealand,NZL,1998,22.06673,,
New Zealand,NZL,1999,25.47389,,
New Zealand,NZL,2000,25.375113,,
New Zealand,NZL,2001,28.830244,,
New Zealand,NZL,2002,33.14505,,
New Zealand,NZL,2003,37.635033,,
New Zealand,NZL,2004,38.050373,,
New Zealand,NZL,2005,38.730873,,
New Zealand,NZL,2006,41.676327,,
New Zealand,NZL,2007,34.67267,,
New Zealand,NZL,2008,34.73564,,
New Zealand,NZL,2009,32.31416,,
New Zealand,NZL,2010,38.578163,,
New Zealand,NZL,2011,35.60587,,
New Zealand,NZL,2012,35.32938,,
New Zealand,NZL,2013,33.5277,,
New Zealand,NZL,2014,28.696991,,
New Zealand,NZL,2015,23.706203,,
New Zealand,NZL,2016,19.881119,,
New Zealand,NZL,2017,20.126015,,
New Zealand,NZL,2018,22.10755,,
New Zealand,NZL,2019,20.787628,,
New Zealand,NZL,2020,19.01345,,
New Zealand,NZL,2021,19.571318,,
New Zealand,NZL,2022,18.328085,,
Nigeria,NGA,1965,,157.08034,
Nigeria,NGA,1966,,239.22957,
Nigeria,NGA,1967,,182.8021,
Nigeria,NGA,1968,,81.167984,
Nigeria,NGA,1969,,309.52045,
Nigeria,NGA,1970,,620.473,1.0545
Nigeria,NGA,1971,,877.1751,1.95225
Nigeria,NGA,1972,,1043.0057,2.61725
Nigeria,NGA,1973,,1176.8423,4.009
Nigeria,NGA,1974,,1291.8168,3.7429998
Nigeria,NGA,1975,,1021.53784,3.3535001
Nigeria,NGA,1976,,1187.2389,6.22725
Nigeria,NGA,1977,,1194.486,8.1985
Nigeria,NGA,1978,,1086.7255,9.93225
Nigeria,NGA,1979,,1318.7386,13.091
Nigeria,NGA,1980,,1182.1919,15.822249
Nigeria,NGA,1981,,824.7004,23.3035
Nigeria,NGA,1982,,737.2808,24.277248
Nigeria,NGA,1983,,707.77814,27.5215
Nigeria,NGA,1984,,797.3189,26.476498
Nigeria,NGA,1985,,858.6715,25.079998
Nigeria,NGA,1986,,840.16785,29.250498
Nigeria,NGA,1987,,772.05383,28.9655
Nigeria,NGA,1988,,794.1685,34.82225
Nigeria,NGA,1989,,1011.5126,40.318
Nigeria,NGA,1990,,1017.47095,38.3895
Nigeria,NGA,1991,,1117.5122,37.448997
Nigeria,NGA,1992,,1159.6453,40.536495
Nigeria,NGA,1993,,1144.7253,46.189
Nigeria,NGA,1994,,1096.4194,42.1895
Nigeria,NGA,1995,,1105.5588,45.913498
Nigeria,NGA,1996,,1121.2941,51.6515
Nigeria,NGA,1997,,1122.7622,49.74597
Nigeria,NGA,1998,,1150.4365,60.176888
Nigeria,NGA,1999,,1073.8617,43.377163
Nigeria,NGA,2000,,1239.1555,112.04463
Nigeria,NGA,2001,,1224.6005,152.61342
Nigeria,NGA,2002,,1104.9845,171.40392
Nigeria,NGA,2003,,1304.6278,213.93887
Nigeria,NGA,2004,,1414.9651,228.94197
Nigeria,NGA,2005,,1408.9027,229.83986
Nigeria,NGA,2006,,1343.7993,268.91507
Nigeria,NGA,2007,,1246.2552,336.3423
Nigeria,NGA,2008,,1229.331,327.7922
Nigeria,NGA,2009,,1242.6493,231.91939
Nigeria,NGA,2010,,1419.1029,309.06665
Nigeria,NGA,2011,,1376.2834,364.25815
Nigeria,NGA,2012,,1353.362,391.603
Nigeria,NGA,2013,,1271.8242,330.9957
Nigeria,NGA,2014,,1270.0397,399.82532
Nigeria,NGA,2015,,1228.846,475.65283
Nigeria,NGA,2016,,1061.333,426.37018
Nigeria,NGA,2017,,1097.865,472.05618
Nigeria,NGA,2018,,1119.5613,482.69553
Nigeria,NGA,2019,,1175.3026,492.79147
Nigeria,NGA,2020,,1027.885,494.31137
Nigeria,NGA,2021,,911.4743,451.75653
Nigeria,NGA,2022,,802.53613,403.83664
Non-OECD (EI),,1981,10042.585,24024.469,6301.347
Non-OECD (EI),,1982,10469.465,22200.969,6801.4346
Non-OECD (EI),,1983,10842.924,21516.756,7361.45
Non-OECD (EI),,1984,11415.441,21649.201,8146.9927
Non-OECD (EI),,1985,12008.936,21205.125,8692.058
Non-OECD (EI),,1986,12385.743,23006.332,9364.635
Non-OECD (EI),,1987,12712.92,23009.62,9913.048
Non-OECD (EI),,1988,13205.569,24548.633,10540.954
Non-OECD (EI),,1989,13542.55,25414.518,10965.308
Non-OECD (EI),,1990,13534.129,26060.682,11361.807
Non-OECD (EI),,1991,13341.618,25675.137,11425.206
Non-OECD (EI),,1992,13473.013,26086.271,11293.615
Non-OECD (EI),,1993,13377.713,26026.271,11200.264
Non-OECD (EI),,1994,13619.325,26072.818,11091.493
Non-OECD (EI),,1995,14278.838,26422.674,11294.574
Non-OECD (EI),,1996,14447.093,27037.51,11856.61
Non-OECD (EI),,1997,14527.712,27743.365,11775.166
Non-OECD (EI),,1998,14158.349,28782.787,12208.227
Non-OECD (EI),,1999,14412.096,28079.668,12773.089
Non-OECD (EI),,2000,15020.304,29724.977,13454.706
Non-OECD (EI),,2001,15752.003,29871.766,13800.512
Non-OECD (EI),,2002,16404.148,29336.828,14485.303
Non-OECD (EI),,2003,18538.021,31314.297,15335.162
Non-OECD (EI),,2004,20886.82,33695.906,16203.879
Non-OECD (EI),,2005,22747.578,34623.613,16949.469
Non-OECD (EI),,2006,24269.992,35295.137,17770.06
Non-OECD (EI),,2007,25903.432,35366.87,18492.566
Non-OECD (EI),,2008,27049.46,36181.188,19248.105
Non-OECD (EI),,2009,27675.996,35003.445,18360.68
Non-OECD (EI),,2010,29555.096,35812.293,20193.191
Non-OECD (EI),,2011,32411.686,36082.953,21062.713
Non-OECD (EI),,2012,33066.797,36830.047,21388.395
Non-OECD (EI),,2013,33879.707,36259.035,21689.162
Non-OECD (EI),,2014,33485.992,36374.266,21931.326
Non-OECD (EI),,2015,33070.816,37497.863,22266.664
Non-OECD (EI),,2016,31593.277,38034.586,22546.584
Non-OECD (EI),,2017,32414.13,37760.844,23437.191
Non-OECD (EI),,2018,34473.6,37691.72,24212.904
Non-OECD (EI),,2019,35442.203,36646.523,24515.584
Non-OECD (EI),,2020,35067.066,33650.125,23719.193
Non-OECD (EI),,2021,36501.82,34194.742,25299.303
Non-OECD (EI),,2022,39836.82,35766.61,24546.902
Non-OECD (EI),,1965,,12110.694,
Non-OECD (EI),,1966,,13312.236,
Non-OECD (EI),,1967,,14326.492,
Non-OECD (EI),,1968,,15966.744,
Non-OECD (EI),,1969,,17537.697,
Non-OECD (EI),,1970,,19594.398,2514.8574
Non-OECD (EI),,1971,,21124.963,2757.1287
Non-OECD (EI),,1972,,22599.121,2940.3567
Non-OECD (EI),,1973,,25341.5,3227.5183
Non-OECD (EI),,1974,,25689.174,3544.6245
Non-OECD (EI),,1975,,24213.85,3909.8042
Non-OECD (EI),,1976,,26956.068,4333.2295
Non-OECD (EI),,1977,,27682.822,4718.888
Non-OECD (EI),,1978,,27406.283,5106.4717
Non-OECD (EI),,1979,,28426.725,5671.9043
Non-OECD (EI),,1980,,26331.447,5953.4243
Non-OPEC (EI),,1965,,10232.295,
Non-OPEC (EI),,1966,,11001.895,
Non-OPEC (EI),,1967,,11866.278,
Non-OPEC (EI),,1968,,12715.343,
Non-OPEC (EI),,1969,,13364.741,
Non-OPEC (EI),,1970,,14413.325,
Non-OPEC (EI),,1971,,14915.783,
Non-OPEC (EI),,1972,,15649.1,
Non-OPEC (EI),,1973,,16423.064,
Non-OPEC (EI),,1974,,16590.738,
Non-OPEC (EI),,1975,,16932.773,
Non-OPEC (EI),,1976,,17712.102,
Non-OPEC (EI),,1977,,18736.074,
Non-OPEC (EI),,1978,,19891.44,
Non-OPEC (EI),,1979,,20695.33,
Non-OPEC (EI),,1980,,21249.367,
Non-OPEC (EI),,1981,,21570.945,
Non-OPEC (EI),,1982,,22050.914,
Non-OPEC (EI),,1983,,22671.88,
Non-OPEC (EI),,1984,,23576.354,
Non-OPEC (EI),,1985,,23737.201,
Non-OPEC (EI),,1986,,23945.031,
Non-OPEC (EI),,1987,,24104.56,
Non-OPEC (EI),,1988,,24250.844,
Non-OPEC (EI),,1989,,23822.482,
Non-OPEC (EI),,1990,,23625.988,
Non-OPEC (EI),,1991,,23439.219,
Non-OPEC (EI),,1992,,22930.03,
Non-OPEC (EI),,1993,,22524.508,
Non-OPEC (EI),,1994,,22767.371,
Non-OPEC (EI),,1995,,23078.398,
Non-OPEC (EI),,1996,,23698.49,
Non-OPEC (EI),,1997,,24118.951,
Non-OPEC (EI),,1998,,24171.02,
Non-OPEC (EI),,1999,,24069.688,
Non-OPEC (EI),,2000,,24824.896,
Non-OPEC (EI),,2001,,25106.535,
Non-OPEC (EI),,2002,,25700.395,
Non-OPEC (EI),,2003,,26204.133,
Non-OPEC (EI),,2004,,26677.232,
Non-OPEC (EI),,2005,,26576.316,
Non-OPEC (EI),,2006,,26707.756,
Non-OPEC (EI),,2007,,26817.18,
Non-OPEC (EI),,2008,,26697.47,
Non-OPEC (EI),,2009,,26929.256,
Non-OPEC (EI),,2010,,27528.22,
Non-OPEC (EI),,2011,,27543.307,
Non-OPEC (EI),,2012,,28020.693,
Non-OPEC (EI),,2013,,28729.809,
Non-OPEC (EI),,2014,,29915.209,
Non-OPEC (EI),,2015,,30629.934,
Non-OPEC (EI),,2016,,30140.002,
Non-OPEC (EI),,2017,,30449.252,
Non-OPEC (EI),,2018,,31769.5,
Non-OPEC (EI),,2019,,32865.92,
Non-OPEC (EI),,2020,,31571.744,
Non-OPEC (EI),,2021,,31807.139,
Non-OPEC (EI),,2022,,32585.814,
North America,,1981,5405.495,8045.6855,6186.21
North America,,1982,5498.757,8322.942,5881.0137
North America,,1983,5128.066,8342.97,5386.6987
North America,,1984,5910.9424,8577.887,5822.198
North America,,1985,5827.29,8604.431,5604.0566
North America,,1986,5852.234,8306.869,5408.0845
North America,,1987,6035.392,8247.672,5635.19
North America,,1988,6258.314,8199.998,5894.136
North America,,1989,6463.2764,7825.106,6008.7983
North America,,1990,6765.0547,7707.409,6187.361
North America,,1991,6545.2646,7874.162,6220.3105
North America,,1992,6504.7744,7805.1953,6359.61
North America,,1993,6156.4487,7678.3545,6560.731
North America,,1994,6712.079,7635.066,6894.168
North America,,1995,6709.455,7605.458,6926.7153
North America,,1996,6907.2363,7769.7554,7033.366
North America,,1997,7069.7095,7887.7046,7114.8276
North America,,1998,7248.624,7848.5503,7250.7695
North America,,1999,7021.6567,7536.2227,7268.4824
North America,,2000,6847.455,7586.664,7427.5254
North America,,2001,7067.2266,7625.968,7598.234
North America,,2002,6766.9473,7718.757,7435.817
North America,,2003,6572.561,7824.511,7545.856
North America,,2004,6825.146,7803.5693,7461.531
North America,,2005,6936.5635,7550.838,7436.5664
North America,,2006,7106.873,7549.9126,7662.0977
North America,,2007,7040.8794,7478.3184,7823.205
North America,,2008,7135.0757,7237.2314,7983.2314
North America,,2009,6476.64,7349.912,8049.0254
North America,,2010,6632.9727,7544.087,8172.674
North America,,2011,6708.2466,7792.122,8600.862
North America,,2012,6257.967,8493.197,8897.071
North America,,2013,6075.794,9236.725,8996.767
North America,,2014,6152.822,10232.534,9539.74
North America,,2015,5455.4375,10683.775,9859.391
North America,,2016,4534.7793,10351.818,9682.549
North America,,2017,4805.539,10785.633,9885.152
North America,,2018,4694.528,12051.416,10904.93
North America,,2019,4367.678,12975.521,11699.064
North America,,2020,3352.6262,12399.828,11475.557
North America,,2021,3603.354,12606.837,11802.628
North America,,2022,3718.8018,13218.32,12305.803
North America,,1965,,5772.573,
North America,,1966,,6150.7866,
North America,,1967,,6586.6865,
North America,,1968,,6880.1167,
North America,,1969,,7030.5234,
North America,,1970,,7383.0645,6382.9004
North America,,1971,,7346.296,6595.0596
North America,,1972,,7522.433,6657.135
North America,,1973,,7550.027,6708.582
North America,,1974,,7299.5557,6440.404
North America,,1975,,7006.379,6041.9253
North America,,1976,,6848.2373,6005.463
North America,,1977,,7028.67,6075.059
North America,,1978,,7417.6543,6065.7734
North America,,1979,,7615.955,6299.0205
North America,,1980,,7925.788,6242.9756
North America (EI),,1981,5405.495,7933.447,6154.782
North America (EI),,1982,5498.7573,8214.274,5842.8926
North America (EI),,1983,5128.0654,8241.573,5347.213
North America (EI),,1984,5910.9424,8469.704,5780.797
North America (EI),,1985,5827.29,8492.74,5561.5864
North America (EI),,1986,5852.234,8198.537,5364.635
North America (EI),,1987,6035.392,8147.861,5589.048
North America (EI),,1988,6258.314,8104.3403,5841.0767
North America (EI),,1989,6463.2764,7730.6797,5955.502
North America (EI),,1990,6765.054,7612.3447,6132.118
North America (EI),,1991,6545.2646,7779.6387,6164.46
North America (EI),,1992,6504.774,7713.2876,6305.712
North America (EI),,1993,6156.4487,7589.3247,6500.221
North America (EI),,1994,6712.079,7540.479,6825.0093
North America (EI),,1995,6709.4546,7509.1816,6852.4834
North America (EI),,1996,6907.2363,7674.302,6949.552
North America (EI),,1997,7069.7095,7795.283,7023.7725
North America (EI),,1998,7248.624,7753.624,7158.662
North America (EI),,1999,7021.6562,7432.9067,7149.1353
North America (EI),,2000,6847.455,7477.9653,7282.8364
North America (EI),,2001,7067.2266,7519.358,7444.549
North America (EI),,2002,6766.9473,7591.238,7256.7905
North America (EI),,2003,6572.561,7691.9136,7287.4316
North America (EI),,2004,6825.146,7682.2915,7168.723
North America (EI),,2005,6936.564,7421.7837,7129.0513
North America (EI),,2006,7106.873,7420.4844,7295.736
North America (EI),,2007,7040.8794,7360.395,7434.2656
North America (EI),,2008,7135.0757,7121.729,7597.896
North America (EI),,2009,6476.64,7238.548,7652.164
North America (EI),,2010,6632.9727,7435.9434,7759.263
North America (EI),,2011,6708.2466,7688.2593,8205.288
North America (EI),,2012,6257.9673,8397.594,8502.802
North America (EI),,2013,6075.7944,9143.193,8601.011
North America (EI),,2014,6152.8223,10139.569,9150.179
North America (EI),,2015,5455.4375,10594.438,9490.059
North America (EI),,2016,4534.78,10270.593,9360.438
North America (EI),,2017,4805.5386,10704.97,9557.076
North America (EI),,2018,4694.528,11977.042,10555.918
North America (EI),,2019,4367.678,12905.021,11344.49
North America (EI),,2020,3352.6265,12332.642,11172.428
North America (EI),,2021,3603.354,12540.834,11548.588
North America (EI),,2022,3718.8018,13154.966,12039.185
North America (EI),,1965,,5694.31,
North America (EI),,1966,,6062.0273,
North America (EI),,1967,,6482.4053,
North America (EI),,1968,,6767.501,
North America (EI),,1969,,6937.6997,
North America (EI),,1970,,7300.5786,6365.089
North America (EI),,1971,,7270.5986,6576.337
North America (EI),,1972,,7439.696,6637.7803
North America (EI),,1973,,7452.81,6689.904
North America (EI),,1974,,7189.7715,6423.2876
North America (EI),,1975,,6879.156,6026.37
North America (EI),,1976,,6722.8174,5987.9126
North America (EI),,1977,,6893.6104,6054.5166
North America (EI),,1978,,7281.4014,6041.3154
North America (EI),,1979,,7488.857,6273.644
North America (EI),,1980,,7799.6685,6214.3394
Norway,NOR,1971,,3.4050403,0
Norway,NOR,1972,,18.77903,0
Norway,NOR,1973,,18.160213,0
Norway,NOR,1974,,19.862734,0
Norway,NOR,1975,,107.25876,0
Norway,NOR,1976,,158.76816,0
Norway,NOR,1977,,162.87442,26.349882
Norway,NOR,1978,,202.0324,140.9424
Norway,NOR,1979,,226.77942,205.14702
Norway,NOR,1980,,291.3272,249.00154
Norway,NOR,1981,,282.51993,247.63988
Norway,NOR,1982,,293.44254,237.80336
Norway,NOR,1983,,365.15457,234.35478
Norway,NOR,1984,,418.15393,257.67874
Norway,NOR,1985,,456.02182,259.8926
Norway,NOR,1986,,500.486,258.9403
Norway,NOR,1987,,582.8407,279.39752
Norway,NOR,1988,,662.67206,281.17096
Norway,NOR,1989,,871.1927,285.22195
Norway,NOR,1990,,955.32367,252.88354
Norway,NOR,1991,,1091.3854,248.3931
Norway,NOR,1992,,1243.2552,256.39905
Norway,NOR,1993,,1327.3126,246.17819
Norway,NOR,1994,,1495.4199,266.40295
Norway,NOR,1995,,1609.5884,276.05
Norway,NOR,1996,,1798.7454,371.17456
Norway,NOR,1997,,1816.9309,426.22638
Norway,NOR,1998,,1739.8503,438.63104
Norway,NOR,1999,,1740.7052,481.0726
